20181001|13136|V2.0
K-INDX|KTHAICGRMF|4|
K-INDX|K-APB|4|
K-INDX|K-EUSMALL|4|
K-CHX|K-STEQ|3|
K-CHX|K-FIXED|3|
K-CHX|RKBC|3|
K-CHX|RKF2|3|
K-CHX|K-SELECT|3|
K-CHX|K-CBOND|3|
K-CHX|K-FEQ|3|
K-CHX|K-STADE|3|
K-CHX|RKF-HI2|3|
K-CHX|RKF4|3|
K-CHX|KGBRMF|3|
K-CHX|KFIRMF|3|
K-CHX|KBLRMF|3|
K-CHX|KFLRMF|3|
K-CHX|KSFRMF|3|
K-CHX|K-EQUITY|3|
K-CHX|KEQLTF|3|
K-CHX|KDLTF|3|
K-CHX|K-TREASURY|3|
K-CHX|K-SET50|3|
K-CHX|K70LTF|3|
K-CHX|K-CASH|3|
K-CHX|KEQRMF|3|
K-CHX|K-2500|3|
K-CHX|K-2510|3|
K-CHX|K-2520|3|
K-CHX|K-2530|3|
K-CHX|K-VALUE|3|
K-CHX|K-GLOBE|3|
K-CHX|K20SLTF|3|
K-CHX|KGLTF|3|
K-CHX|K-MONEY|3|
K-CHX|K-AGRI|3|
K-CHX|K-GOLD|3|
K-CHX|K-OIL|3|
K-CHX|K-PLAN1|3|
K-CHX|K-PLAN2|3|
K-CHX|K-PLAN3|3|
K-CHX|K-CHINA|3|
K-CHX|KGDRMF|3|
K-CHX|K-GEMO|3|
K-CHX|K-INDIA|3|
K-CHX|K-GA|3|
K-CHX|K-USA|3|
K-CHX|KGARMF|3|
K-CHX|K-USXNDQ-A(D)|3|
K-CHX|K-EUROPE|3|
K-CHX|K-SF|3|
K-CHX|KS50RMF|3|
K-CHX|K-ASIA|3|
K-CHX|K-GB|3|
K-CHX|K-GPROP|3|
K-CHX|K-MIDSMALL|3|
K-CHX|K-GHEALTH|3|
K-CHX|KEURMF|3|
K-CHX|KJPRMF|3|
K-CHX|K-JP|3|
K-CHX|KGHRMF|3|
K-CHX|K-ENERGY|3|
K-CHX|K-ICT|3|
K-CHX|K-INDX|3|
K-CHX|K-BANKING|3|
K-CHX|KMSRMF|3|
K-CHX|K-EUSAGE|3|
K-CHX|K-SGM|3|
K-CHX|K-GHEALTH(UH)|3|
K-CHX|K-AEC|3|
K-CHX|K-GINFRA|3|
K-CHX|K-SFPLUS|3|
K-CHX|K-EUX|3|
K-CHX|K-JPX|3|
K-CHX|KGIFRMF|3|
K-CHX|K-MVEQ|3|
K-CHX|KS50LTF|3|
K-CHX|KMSLTF|3|
K-CHX|KMVLTF|3|
K-CHX|K-AFIXED|3|
K-CHX|K-SEMQ|3|
K-CHX|K-FIXEDPLUS|3|
K-CHX|K-FITS|3|
K-CHX|K-FITM|3|
K-CHX|K-FITL|3|
K-CHX|K-FITXL|3|
K-CHX|K-ART|3|
K-CHX|KTHAICGRMF|3|
K-CHX|K-APB|3|
K-CHX|K-EUSMALL|3|
K-BANKING|K-STEQ|2|
K-BANKING|K-FIXED|2|
K-BANKING|RKBC|2|
K-BANKING|RKF2|2|
K-BANKING|K-SELECT|2|
K-BANKING|K-CBOND|2|
K-BANKING|K-FEQ|2|
K-BANKING|K-STADE|2|
K-BANKING|RKF-HI2|2|
K-BANKING|RKF4|2|
K-BANKING|KGBRMF|2|
K-BANKING|KFIRMF|2|
K-BANKING|KBLRMF|2|
K-BANKING|KFLRMF|2|
K-BANKING|KSFRMF|2|
K-BANKING|K-EQUITY|2|
K-BANKING|KEQLTF|2|
K-BANKING|KDLTF|2|
K-BANKING|K-TREASURY|2|
K-BANKING|K-SET50|2|
K-BANKING|K70LTF|2|
K-BANKING|K-CASH|2|
K-BANKING|KEQRMF|2|
K-BANKING|K-2500|2|
K-BANKING|K-2510|2|
K-BANKING|K-2520|2|
K-BANKING|K-2530|2|
K-BANKING|K-VALUE|2|
K-BANKING|K-GLOBE|2|
K-BANKING|K20SLTF|2|
K-BANKING|KGLTF|2|
K-BANKING|K-MONEY|2|
K-BANKING|K-AGRI|2|
K-BANKING|K-GOLD|2|
K-BANKING|K-OIL|2|
K-BANKING|K-PLAN1|2|
K-BANKING|K-PLAN2|2|
K-BANKING|K-PLAN3|2|
K-BANKING|K-CHINA|2|
K-BANKING|KGDRMF|2|
K-BANKING|K-GEMO|2|
K-BANKING|K-INDIA|2|
K-BANKING|K-GA|2|
K-BANKING|K-USA|2|
K-BANKING|KGARMF|2|
K-BANKING|K-USXNDQ-A(D)|2|
K-BANKING|K-EUROPE|2|
K-BANKING|K-SF|2|
K-BANKING|KS50RMF|2|
K-BANKING|K-ASIA|2|
K-BANKING|K-GB|2|
K-BANKING|K-GPROP|2|
K-BANKING|K-MIDSMALL|2|
K-BANKING|K-GHEALTH|2|
K-BANKING|KEURMF|2|
K-BANKING|KJPRMF|2|
K-BANKING|K-JP|2|
K-BANKING|KGHRMF|2|
K-BANKING|K-ENERGY|2|
K-BANKING|K-ICT|2|
K-BANKING|K-INDX|2|
K-BANKING|K-CHX|2|
K-BANKING|KMSRMF|2|
K-BANKING|K-EUSAGE|2|
K-BANKING|K-SGM|2|
K-BANKING|K-GHEALTH(UH)|2|
K-BANKING|K-AEC|2|
K-BANKING|K-GINFRA|2|
K-BANKING|K-SFPLUS|2|
K-BANKING|K-EUX|2|
K-BANKING|K-JPX|2|
K-BANKING|KGIFRMF|2|
K-BANKING|K-MVEQ|2|
K-BANKING|KS50LTF|2|
K-BANKING|KMSLTF|2|
K-BANKING|KMVLTF|2|
K-BANKING|K-AFIXED|2|
K-BANKING|K-SEMQ|2|
K-BANKING|K-FIXEDPLUS|2|
K-BANKING|K-FITS|2|
K-BANKING|K-FITM|2|
K-BANKING|K-FITL|2|
K-BANKING|K-FITXL|2|
K-BANKING|K-ART|2|
K-BANKING|KTHAICGRMF|2|
K-BANKING|K-APB|2|
K-BANKING|K-EUSMALL|2|
KMSRMF|KGBRMF|0|
KMSRMF|KFIRMF|0|
KMSRMF|KBLRMF|0|
KMSRMF|KFLRMF|0|
KMSRMF|KSFRMF|0|
KMSRMF|KEQRMF|0|
KMSRMF|KGDRMF|0|
KMSRMF|KGARMF|0|
KMSRMF|KS50RMF|3|
KMSRMF|KEURMF|2|
KMSRMF|KJPRMF|2|
KMSRMF|KGHRMF|2|
KMSRMF|KMSRMF|0|
KMSRMF|KGIFRMF|2|
KMSRMF|KTHAICGRMF|2|
K-EUSAGE|K-STEQ|5|
K-EUSAGE|K-FIXED|5|
K-EUSAGE|RKBC|5|
K-EUSAGE|RKF2|5|
K-EUSAGE|K-SELECT|5|
K-EUSAGE|K-CBOND|5|
K-EUSAGE|K-FEQ|5|
K-EUSAGE|K-STADE|5|
K-EUSAGE|RKF-HI2|5|
K-EUSAGE|RKF4|5|
K-EUSAGE|KGBRMF|5|
K-EUSAGE|KFIRMF|5|
K-EUSAGE|KBLRMF|5|
K-EUSAGE|KFLRMF|5|
K-EUSAGE|KSFRMF|5|
K-EUSAGE|K-EQUITY|5|
K-EUSAGE|KEQLTF|5|
K-EUSAGE|KDLTF|5|
K-EUSAGE|K-TREASURY|5|
K-EUSAGE|K-SET50|5|
K-EUSAGE|K70LTF|5|
K-EUSAGE|K-CASH|5|
K-EUSAGE|KEQRMF|5|
K-EUSAGE|K-2500|5|
K-EUSAGE|K-2510|5|
K-EUSAGE|K-2520|5|
K-EUSAGE|K-2530|5|
K-EUSAGE|K-VALUE|5|
K-EUSAGE|K-GLOBE|5|
K-EUSAGE|K20SLTF|5|
K-EUSAGE|KGLTF|5|
K-EUSAGE|K-MONEY|5|
K-EUSAGE|K-AGRI|5|
K-EUSAGE|K-GOLD|5|
K-EUSAGE|K-OIL|5|
K-EUSAGE|K-PLAN1|5|
K-EUSAGE|K-PLAN2|5|
K-EUSAGE|K-PLAN3|5|
K-EUSAGE|K-CHINA|5|
K-EUSAGE|KGDRMF|5|
K-EUSAGE|K-GEMO|5|
K-EUSAGE|K-INDIA|5|
K-EUSAGE|K-GA|5|
K-EUSAGE|K-USA|5|
K-EUSAGE|KGARMF|5|
K-EUSAGE|K-USXNDQ-A(D)|5|
K-EUSAGE|K-EUROPE|5|
K-EUSAGE|K-SF|5|
K-EUSAGE|KS50RMF|5|
K-EUSAGE|K-ASIA|5|
K-EUSAGE|K-GB|5|
K-EUSAGE|K-GPROP|5|
K-EUSAGE|K-MIDSMALL|5|
K-EUSAGE|K-GHEALTH|5|
K-EUSAGE|KEURMF|5|
K-EUSAGE|KJPRMF|5|
K-EUSAGE|K-JP|5|
K-EUSAGE|KGHRMF|5|
K-EUSAGE|K-ENERGY|5|
K-EUSAGE|K-ICT|5|
K-EUSAGE|K-INDX|5|
K-EUSAGE|K-CHX|5|
K-EUSAGE|K-BANKING|5|
K-EUSAGE|KMSRMF|5|
K-EUSAGE|K-SGM|5|
K-EUSAGE|K-GHEALTH(UH)|5|
K-EUSAGE|K-AEC|5|
K-EUSAGE|K-GINFRA|5|
K-EUSAGE|K-SFPLUS|5|
K-EUSAGE|K-EUX|5|
K-EUSAGE|K-JPX|5|
K-EUSAGE|KGIFRMF|5|
K-EUSAGE|K-MVEQ|5|
K-EUSAGE|KS50LTF|5|
K-EUSAGE|KMSLTF|5|
K-EUSAGE|KMVLTF|5|
K-EUSAGE|K-AFIXED|5|
K-EUSAGE|K-SEMQ|5|
K-EUSAGE|K-FIXEDPLUS|5|
K-EUSAGE|K-FITS|5|
K-EUSAGE|K-FITM|5|
K-EUSAGE|K-FITL|5|
K-EUSAGE|K-FITXL|5|
K-EUSAGE|K-ART|5|
K-EUSAGE|KTHAICGRMF|5|
K-EUSAGE|K-APB|5|
K-EUSAGE|K-EUSMALL|5|
K-SGM|K-STEQ|6|
K-SGM|K-FIXED|6|
K-SGM|RKBC|6|
K-SGM|RKF2|6|
K-SGM|K-SELECT|6|
K-SGM|K-CBOND|6|
K-SGM|K-FEQ|6|
K-SGM|K-STADE|6|
K-SGM|RKF-HI2|6|
K-SGM|RKF4|6|
K-SGM|KGBRMF|6|
K-SGM|KFIRMF|6|
K-SGM|KBLRMF|6|
K-SGM|KFLRMF|6|
K-SGM|KSFRMF|6|
K-SGM|K-EQUITY|6|
K-SGM|KEQLTF|6|
K-SGM|KDLTF|6|
K-SGM|K-TREASURY|6|
K-SGM|K-SET50|6|
K-SGM|K70LTF|6|
K-SGM|K-CASH|6|
K-SGM|KEQRMF|6|
K-SGM|K-2500|6|
K-SGM|K-2510|6|
K-SGM|K-2520|6|
K-SGM|K-2530|6|
K-SGM|K-VALUE|6|
K-SGM|K-GLOBE|6|
K-SGM|K20SLTF|6|
K-SGM|KGLTF|6|
K-SGM|K-MONEY|6|
K-SGM|K-AGRI|6|
K-SGM|K-GOLD|6|
K-SGM|K-OIL|6|
K-SGM|K-PLAN1|6|
K-SGM|K-PLAN2|6|
K-SGM|K-PLAN3|6|
K-SGM|K-CHINA|6|
K-SGM|KGDRMF|6|
K-SGM|K-GEMO|6|
K-SGM|K-INDIA|6|
K-SGM|K-GA|6|
K-SGM|K-USA|6|
K-SGM|KGARMF|6|
K-SGM|K-USXNDQ-A(D)|6|
K-SGM|K-EUROPE|6|
K-SGM|K-SF|6|
K-SGM|KS50RMF|6|
K-SGM|K-ASIA|6|
K-SGM|K-GB|6|
K-SGM|K-GPROP|6|
K-SGM|K-MIDSMALL|6|
K-SGM|K-GHEALTH|6|
K-SGM|KEURMF|6|
K-SGM|KJPRMF|6|
K-SGM|K-JP|6|
K-SGM|KGHRMF|6|
K-SGM|K-ENERGY|6|
K-SGM|K-ICT|6|
K-SGM|K-INDX|6|
K-SGM|K-CHX|6|
K-SGM|K-BANKING|6|
K-SGM|KMSRMF|6|
K-SGM|K-EUSAGE|6|
K-SGM|K-GHEALTH(UH)|6|
K-SGM|K-AEC|6|
K-SGM|K-GINFRA|6|
K-SGM|K-SFPLUS|6|
K-SGM|K-EUX|6|
K-SGM|K-JPX|6|
K-SGM|KGIFRMF|6|
K-SGM|K-MVEQ|6|
K-SGM|KS50LTF|6|
K-SGM|KMSLTF|6|
K-SGM|KMVLTF|6|
K-SGM|K-AFIXED|6|
K-SGM|K-SEMQ|6|
K-SGM|K-FIXEDPLUS|6|
K-SGM|K-FITS|6|
K-SGM|K-FITM|6|
K-SGM|K-FITL|6|
K-SGM|K-FITXL|6|
K-SGM|K-ART|6|
K-SGM|KTHAICGRMF|6|
K-SGM|K-APB|6|
K-SGM|K-EUSMALL|6|
K-GHEALTH(UH)|K-STEQ|4|
K-GHEALTH(UH)|K-FIXED|4|
K-GHEALTH(UH)|RKBC|4|
K-GHEALTH(UH)|RKF2|4|
K-GHEALTH(UH)|K-SELECT|4|
K-GHEALTH(UH)|K-CBOND|4|
K-GHEALTH(UH)|K-FEQ|4|
K-GHEALTH(UH)|K-STADE|4|
K-GHEALTH(UH)|RKF-HI2|4|
K-GHEALTH(UH)|RKF4|4|
K-GHEALTH(UH)|KGBRMF|4|
K-GHEALTH(UH)|KFIRMF|4|
K-GHEALTH(UH)|KBLRMF|4|
K-GHEALTH(UH)|KFLRMF|4|
K-GHEALTH(UH)|KSFRMF|4|
K-GHEALTH(UH)|K-EQUITY|4|
K-GHEALTH(UH)|KEQLTF|4|
K-GHEALTH(UH)|KDLTF|4|
K-GHEALTH(UH)|K-TREASURY|4|
K-GHEALTH(UH)|K-SET50|4|
K-GHEALTH(UH)|K70LTF|4|
K-GHEALTH(UH)|K-CASH|4|
K-GHEALTH(UH)|KEQRMF|4|
K-GHEALTH(UH)|K-2500|4|
K-GHEALTH(UH)|K-2510|4|
K-GHEALTH(UH)|K-2520|4|
K-GHEALTH(UH)|K-2530|4|
K-GHEALTH(UH)|K-VALUE|4|
K-GHEALTH(UH)|K-GLOBE|4|
K-GHEALTH(UH)|K20SLTF|4|
K-GHEALTH(UH)|KGLTF|4|
K-GHEALTH(UH)|K-MONEY|4|
K-GHEALTH(UH)|K-AGRI|4|
K-GHEALTH(UH)|K-GOLD|4|
K-GHEALTH(UH)|K-OIL|4|
K-GHEALTH(UH)|K-PLAN1|4|
K-GHEALTH(UH)|K-PLAN2|4|
K-GHEALTH(UH)|K-PLAN3|4|
K-GHEALTH(UH)|K-CHINA|4|
K-GHEALTH(UH)|KGDRMF|4|
K-GHEALTH(UH)|K-GEMO|4|
K-GHEALTH(UH)|K-INDIA|4|
K-GHEALTH(UH)|K-GA|4|
K-GHEALTH(UH)|K-USA|4|
K-GHEALTH(UH)|KGARMF|4|
K-GHEALTH(UH)|K-USXNDQ-A(D)|4|
K-GHEALTH(UH)|K-EUROPE|4|
K-GHEALTH(UH)|K-SF|4|
K-GHEALTH(UH)|KS50RMF|4|
K-GHEALTH(UH)|K-ASIA|4|
K-GHEALTH(UH)|K-GB|4|
K-GHEALTH(UH)|K-GPROP|4|
K-GHEALTH(UH)|K-MIDSMALL|4|
K-GHEALTH(UH)|K-GHEALTH|4|
K-GHEALTH(UH)|KEURMF|4|
K-GHEALTH(UH)|KJPRMF|4|
K-GHEALTH(UH)|K-JP|4|
K-GHEALTH(UH)|KGHRMF|4|
K-GHEALTH(UH)|K-ENERGY|4|
K-GHEALTH(UH)|K-ICT|4|
K-GHEALTH(UH)|K-INDX|4|
K-GHEALTH(UH)|K-CHX|4|
K-GHEALTH(UH)|K-BANKING|4|
K-GHEALTH(UH)|KMSRMF|4|
K-GHEALTH(UH)|K-EUSAGE|4|
K-GHEALTH(UH)|K-SGM|4|
K-GHEALTH(UH)|K-AEC|4|
K-GHEALTH(UH)|K-GINFRA|4|
K-GHEALTH(UH)|K-SFPLUS|4|
K-GHEALTH(UH)|K-EUX|4|
K-GHEALTH(UH)|K-JPX|4|
K-GHEALTH(UH)|KGIFRMF|4|
K-GHEALTH(UH)|K-MVEQ|4|
K-GHEALTH(UH)|KS50LTF|4|
K-GHEALTH(UH)|KMSLTF|4|
K-GHEALTH(UH)|KMVLTF|4|
K-GHEALTH(UH)|K-AFIXED|4|
K-GHEALTH(UH)|K-SEMQ|4|
K-GHEALTH(UH)|K-FIXEDPLUS|4|
K-GHEALTH(UH)|K-FITS|4|
K-GHEALTH(UH)|K-FITM|4|
K-GHEALTH(UH)|K-FITL|4|
K-GHEALTH(UH)|K-FITXL|4|
K-GHEALTH(UH)|K-ART|4|
K-GHEALTH(UH)|KTHAICGRMF|4|
K-GHEALTH(UH)|K-APB|4|
K-GHEALTH(UH)|K-EUSMALL|4|
K-AEC|K-STEQ|4|
K-AEC|K-FIXED|4|
K-AEC|RKBC|4|
K-AEC|RKF2|4|
K-AEC|K-SELECT|4|
K-AEC|K-CBOND|4|
K-AEC|K-FEQ|4|
K-AEC|K-STADE|4|
K-AEC|RKF-HI2|4|
K-AEC|RKF4|4|
K-AEC|KGBRMF|4|
K-AEC|KFIRMF|4|
K-AEC|KBLRMF|4|
K-AEC|KFLRMF|4|
K-AEC|KSFRMF|4|
K-AEC|K-EQUITY|4|
K-AEC|KEQLTF|4|
K-AEC|KDLTF|4|
K-AEC|K-TREASURY|4|
K-AEC|K-SET50|4|
K-AEC|K70LTF|4|
K-AEC|K-CASH|4|
K-AEC|KEQRMF|4|
K-AEC|K-2500|4|
K-AEC|K-2510|4|
K-AEC|K-2520|4|
K-AEC|K-2530|4|
K-AEC|K-VALUE|4|
K-AEC|K-GLOBE|4|
K-AEC|K20SLTF|4|
K-AEC|KGLTF|4|
K-AEC|K-MONEY|4|
K-AEC|K-AGRI|4|
K-AEC|K-GOLD|4|
K-AEC|K-OIL|4|
K-AEC|K-PLAN1|4|
K-AEC|K-PLAN2|4|
K-AEC|K-PLAN3|4|
K-AEC|K-CHINA|4|
K-AEC|KGDRMF|4|
K-AEC|K-GEMO|4|
K-AEC|K-INDIA|4|
K-AEC|K-GA|4|
K-AEC|K-USA|4|
K-AEC|KGARMF|4|
K-AEC|K-USXNDQ-A(D)|4|
K-AEC|K-EUROPE|4|
K-AEC|K-SF|4|
K-AEC|KS50RMF|4|
K-AEC|K-ASIA|4|
K-AEC|K-GB|4|
K-AEC|K-GPROP|4|
K-AEC|K-MIDSMALL|4|
K-AEC|K-GHEALTH|4|
K-AEC|KEURMF|4|
K-AEC|KJPRMF|4|
K-AEC|K-JP|4|
K-AEC|KGHRMF|4|
K-AEC|K-ENERGY|4|
K-AEC|K-ICT|4|
K-AEC|K-INDX|4|
K-AEC|K-CHX|4|
K-AEC|K-BANKING|4|
K-AEC|KMSRMF|4|
K-AEC|K-EUSAGE|4|
K-AEC|K-SGM|4|
K-AEC|K-GHEALTH(UH)|4|
K-AEC|K-GINFRA|4|
K-AEC|K-SFPLUS|4|
K-AEC|K-EUX|4|
K-AEC|K-JPX|4|
K-AEC|KGIFRMF|4|
K-AEC|K-MVEQ|4|
K-AEC|KS50LTF|4|
K-AEC|KMSLTF|4|
K-AEC|KMVLTF|4|
K-AEC|K-AFIXED|4|
K-AEC|K-SEMQ|4|
K-AEC|K-FIXEDPLUS|4|
K-AEC|K-FITS|4|
K-AEC|K-FITM|4|
K-AEC|K-FITL|4|
K-AEC|K-FITXL|4|
K-AEC|K-ART|4|
K-AEC|KTHAICGRMF|4|
K-AEC|K-APB|4|
K-AEC|K-EUSMALL|4|
K-GINFRA|K-STEQ|4|
K-GINFRA|K-FIXED|4|
K-GINFRA|RKBC|4|
K-GINFRA|RKF2|4|
K-GINFRA|K-SELECT|4|
K-GINFRA|K-CBOND|4|
K-GINFRA|K-FEQ|4|
K-GINFRA|K-STADE|4|
K-GINFRA|RKF-HI2|4|
K-GINFRA|RKF4|4|
K-GINFRA|KGBRMF|4|
K-GINFRA|KFIRMF|4|
K-GINFRA|KBLRMF|4|
K-GINFRA|KFLRMF|4|
K-GINFRA|KSFRMF|4|
K-GINFRA|K-EQUITY|4|
K-GINFRA|KEQLTF|4|
K-GINFRA|KDLTF|4|
K-GINFRA|K-TREASURY|4|
K-GINFRA|K-SET50|4|
K-GINFRA|K70LTF|4|
K-GINFRA|K-CASH|4|
K-GINFRA|KEQRMF|4|
K-GINFRA|K-2500|4|
K-GINFRA|K-2510|4|
K-GINFRA|K-2520|4|
K-GINFRA|K-2530|4|
K-GINFRA|K-VALUE|4|
K-GINFRA|K-GLOBE|4|
K-GINFRA|K20SLTF|4|
K-GINFRA|KGLTF|4|
K-GINFRA|K-MONEY|4|
K-GINFRA|K-AGRI|4|
K-GINFRA|K-GOLD|4|
K-GINFRA|K-OIL|4|
K-GINFRA|K-PLAN1|4|
K-GINFRA|K-PLAN2|4|
K-GINFRA|K-PLAN3|4|
K-GINFRA|K-CHINA|4|
K-GINFRA|KGDRMF|4|
K-GINFRA|K-GEMO|4|
K-GINFRA|K-INDIA|4|
K-GINFRA|K-GA|4|
K-GINFRA|K-USA|4|
K-GINFRA|KGARMF|4|
K-GINFRA|K-USXNDQ-A(D)|4|
K-GINFRA|K-EUROPE|4|
K-GINFRA|K-SF|4|
K-GINFRA|KS50RMF|4|
K-GINFRA|K-ASIA|4|
K-GINFRA|K-GB|4|
K-GINFRA|K-GPROP|4|
K-GINFRA|K-MIDSMALL|4|
K-GINFRA|K-GHEALTH|4|
K-GINFRA|KEURMF|4|
K-GINFRA|KJPRMF|4|
K-GINFRA|K-JP|4|
K-GINFRA|KGHRMF|4|
K-GINFRA|K-ENERGY|4|
K-GINFRA|K-ICT|4|
K-GINFRA|K-INDX|4|
K-GINFRA|K-CHX|4|
K-GINFRA|K-BANKING|4|
K-GINFRA|KMSRMF|4|
K-GINFRA|K-EUSAGE|4|
K-GINFRA|K-SGM|4|
K-GINFRA|K-GHEALTH(UH)|4|
K-GINFRA|K-AEC|4|
K-GINFRA|K-SFPLUS|4|
K-GINFRA|K-EUX|4|
K-GINFRA|K-JPX|4|
K-GINFRA|KGIFRMF|4|
K-GINFRA|K-MVEQ|4|
K-GINFRA|KS50LTF|4|
K-GINFRA|KMSLTF|4|
K-GINFRA|KMVLTF|4|
K-GINFRA|K-AFIXED|4|
K-GINFRA|K-SEMQ|4|
K-GINFRA|K-FIXEDPLUS|4|
K-GINFRA|K-FITS|4|
K-GINFRA|K-FITM|4|
K-GINFRA|K-FITL|4|
K-GINFRA|K-FITXL|4|
K-GINFRA|K-ART|4|
K-GINFRA|KTHAICGRMF|4|
K-GINFRA|K-APB|4|
K-GINFRA|K-EUSMALL|4|
K-SFPLUS|K-STEQ|0|
K-SFPLUS|K-FIXED|0|
K-SFPLUS|RKBC|0|
K-SFPLUS|RKF2|0|
K-SFPLUS|K-SELECT|0|
K-SFPLUS|K-CBOND|0|
K-SFPLUS|K-FEQ|0|
K-SFPLUS|K-STADE|0|
K-SFPLUS|RKF-HI2|0|
K-SFPLUS|RKF4|0|
K-SFPLUS|KGBRMF|0|
K-SFPLUS|KFIRMF|0|
K-SFPLUS|KBLRMF|0|
K-SFPLUS|KFLRMF|0|
K-SFPLUS|KSFRMF|0|
K-SFPLUS|K-EQUITY|0|
K-SFPLUS|KEQLTF|0|
K-SFPLUS|KDLTF|0|
K-SFPLUS|K-TREASURY|0|
K-SFPLUS|K-SET50|0|
K-SFPLUS|K70LTF|0|
K-SFPLUS|K-CASH|0|
K-SFPLUS|KEQRMF|0|
K-SFPLUS|K-2500|0|
K-SFPLUS|K-2510|0|
K-SFPLUS|K-2520|0|
K-SFPLUS|K-2530|0|
K-SFPLUS|K-VALUE|0|
K-SFPLUS|K-GLOBE|0|
K-SFPLUS|K20SLTF|0|
K-SFPLUS|KGLTF|0|
K-SFPLUS|K-MONEY|0|
K-SFPLUS|K-AGRI|0|
K-SFPLUS|K-GOLD|0|
K-SFPLUS|K-OIL|0|
K-SFPLUS|K-PLAN1|0|
K-SFPLUS|K-PLAN2|0|
K-SFPLUS|K-PLAN3|0|
K-SFPLUS|K-CHINA|0|
K-SFPLUS|KGDRMF|0|
K-SFPLUS|K-GEMO|0|
K-SFPLUS|K-INDIA|0|
K-SFPLUS|K-GA|0|
K-SFPLUS|K-USA|0|
K-SFPLUS|KGARMF|0|
K-SFPLUS|K-USXNDQ-A(D)|0|
K-SFPLUS|K-EUROPE|0|
K-SFPLUS|K-SF|0|
K-SFPLUS|KS50RMF|0|
K-SFPLUS|K-ASIA|0|
K-SFPLUS|K-GB|0|
K-SFPLUS|K-GPROP|0|
K-SFPLUS|K-MIDSMALL|0|
K-SFPLUS|K-GHEALTH|0|
K-SFPLUS|KEURMF|0|
K-SFPLUS|KJPRMF|0|
K-SFPLUS|K-JP|0|
K-SFPLUS|KGHRMF|0|
K-SFPLUS|K-ENERGY|0|
K-SFPLUS|K-ICT|0|
K-SFPLUS|K-INDX|0|
K-SFPLUS|K-CHX|0|
K-SFPLUS|K-BANKING|0|
K-SFPLUS|KMSRMF|0|
K-SFPLUS|K-EUSAGE|0|
K-SFPLUS|K-SGM|0|
K-SFPLUS|K-GHEALTH(UH)|0|
K-SFPLUS|K-AEC|0|
K-SFPLUS|K-GINFRA|0|
K-SFPLUS|K-EUX|0|
K-SFPLUS|K-JPX|0|
K-SFPLUS|KGIFRMF|0|
K-SFPLUS|K-MVEQ|0|
K-SFPLUS|KS50LTF|0|
K-SFPLUS|KMSLTF|0|
K-SFPLUS|KMVLTF|0|
K-SFPLUS|K-AFIXED|0|
K-SFPLUS|K-SEMQ|0|
K-SFPLUS|K-FIXEDPLUS|0|
K-SFPLUS|K-GREAT|0|
K-SFPLUS|K-ART|0|
K-SFPLUS|KFF1YDR|0|
K-SFPLUS|KTHAICGRMF|0|
K-SFPLUS|K-APB|0|
K-SFPLUS|K-EUSMALL|0|
K-EUX|K-STEQ|4|
K-EUX|K-FIXED|4|
K-EUX|RKBC|4|
K-EUX|RKF2|4|
K-EUX|K-SELECT|4|
K-EUX|K-CBOND|4|
K-EUX|K-FEQ|4|
K-EUX|K-STADE|4|
K-EUX|RKF-HI2|4|
K-EUX|RKF4|4|
K-EUX|KGBRMF|4|
K-EUX|KFIRMF|4|
K-EUX|KBLRMF|4|
K-EUX|KFLRMF|4|
K-EUX|KSFRMF|4|
K-EUX|K-EQUITY|4|
K-EUX|KEQLTF|4|
K-EUX|KDLTF|4|
K-EUX|K-TREASURY|4|
K-EUX|K-SET50|4|
K-EUX|K70LTF|4|
K-EUX|K-CASH|4|
K-EUX|KEQRMF|4|
K-EUX|K-2500|4|
K-EUX|K-2510|4|
K-EUX|K-2520|4|
K-EUX|K-2530|4|
K-EUX|K-VALUE|4|
K-EUX|K-GLOBE|4|
K-EUX|K20SLTF|4|
K-EUX|KGLTF|4|
K-EUX|K-MONEY|4|
K-EUX|K-AGRI|4|
K-EUX|K-GOLD|4|
K-EUX|K-OIL|4|
K-EUX|K-PLAN1|4|
K-EUX|K-PLAN2|4|
K-EUX|K-PLAN3|4|
K-EUX|K-CHINA|4|
K-EUX|KGDRMF|4|
K-EUX|K-GEMO|4|
K-EUX|K-INDIA|4|
K-EUX|K-GA|4|
K-EUX|K-USA|4|
K-EUX|KGARMF|4|
K-EUX|K-USXNDQ-A(D)|4|
K-EUX|K-EUROPE|4|
K-EUX|K-SF|4|
K-EUX|KS50RMF|4|
K-EUX|K-ASIA|4|
K-EUX|K-GB|4|
K-EUX|K-GPROP|4|
K-EUX|K-MIDSMALL|4|
K-EUX|K-GHEALTH|4|
K-EUX|KEURMF|4|
K-EUX|KJPRMF|4|
K-EUX|K-JP|4|
K-EUX|KGHRMF|4|
K-EUX|K-ENERGY|4|
K-EUX|K-ICT|4|
K-EUX|K-INDX|4|
K-EUX|K-CHX|4|
K-EUX|K-BANKING|4|
K-EUX|KMSRMF|4|
K-EUX|K-EUSAGE|4|
K-EUX|K-SGM|4|
K-EUX|K-GHEALTH(UH)|4|
K-EUX|K-AEC|4|
K-EUX|K-GINFRA|4|
K-EUX|K-SFPLUS|4|
K-EUX|K-JPX|4|
K-EUX|KGIFRMF|4|
K-EUX|K-MVEQ|4|
K-EUX|KS50LTF|4|
K-EUX|KMSLTF|4|
